DefaultSC.DefaultProp_ForceModel.AccelerationX   DefaultSC.DefaultProp_ForceModel.AccelerationY   DefaultSC.DefaultProp_ForceModel.AccelerationZ   DefaultSC.DefaultProp_ForceModel.Acceleration   
-0.007533360059633103                            4.850218915271503e-08                            -0.001382857248446072                            0.007659230245919467                            
-0.007485438915732426                            -0.0004654640408355378                           -0.001437539307886073                            0.007636424018884098                            
-0.007354318433420822                            -0.001187707086038687                            -0.001511928091403655                            0.007601485005967933                            
-0.007145250771404139                            -0.001927597369450119                            -0.001574374560247608                            0.007566299984861644                            
-0.006864632198307973                            -0.002644743587612321                            -0.001620545241204299                            0.007532862055092536                            
-0.006517014929964034                            -0.003328907763889904                            -0.001649881031847083                            0.007501681006088528                            
-0.006106784610799918                            -0.003973753903855863                            -0.001662324835824033                            0.007473075821300745                            
-0.005638615421708336                            -0.00457380307668804                             -0.001657989923377996                            0.007447320930661645                            
-0.005117488283985352                            -0.00512413022591588                             -0.001637121887880525                            0.007424659250406685                            
-0.004548666541925072                            -0.005620308787181272                            -0.001600086585465028                            0.007405303184467246                            
-0.003937638277146875                            -0.006058415714631957                            -0.001547360178154643                            0.007389432975126739                            
-0.003290102869586473                            -0.006435002948564231                            -0.001479522750912421                            0.007377196446547899                            
-0.002611910434079507                            -0.006747108253356169                            -0.00139724862936383                             0.007368707459956559                            
-0.001909066384635178                            -0.006992227631378353                            -0.001301303450641035                            0.007364045924667039                            
-0.001187719198317006                            -0.007168313687827776                            -0.001192541684359707                            0.007363257002854465                            
-0.0004541225023840035                           -0.007273783201875069                            -0.001071900684838752                            0.007366350547809222                            
0.0002853601191622552                            -0.007307515469639658                            -0.0009404013485343044                           0.007373300986190402                            
0.001024262510741985                             -0.007268865048444858                            -0.0007991484891041718                           0.007384047067228934                            
0.00175605311233505                              -0.007157677109915402                            -0.0006493260834595951                           0.007398492313019558                            
0.002474114335353691                             -0.006974312555070429                            -0.0004922044778874677                           0.007416504743359106                            
0.003171802662264724                             -0.006719670082833269                            -0.0003291323149006943                           0.007437918138241772                            
0.003842453668401657                             -0.00639522040760499                             -0.0001615402408975852                           0.007462532378830255                            
0.004479416587131025                             -0.006003045489768874                            9.060154209087626e-06                            0.007490114164663532                            
0.005076136687668676                             -0.005545850431177051                            0.0001810899317221465                            0.007520399872364084                            
0.005626170164833072                             -0.005027019286821217                            0.000352898017689367                             0.007553095434629393                            
0.00612328556177966                              -0.004450617588031692                            0.0005227796112553733                            0.00758787990863987                             
0.006561527660076102                             -0.003821418651547567                            0.0006889844658101211                            0.007624407212266869                            
0.006935303620918531                             -0.003144915468990235                            0.0008497312450139733                            0.00766230858228594                             
0.007239488088788724                             -0.002427297075905024                            0.001003230212903645                             0.007701196643541417                            
0.007469510217717632                             -0.001675451422697954                            0.001147699007365726                             0.00774066750183193                             
0.007621464554885003                             -0.0008969199321160184                           0.001281389381332919                             0.0077803050115396                              
0.007692216354412057                             -9.981526111524136e-05                           0.001402617917624143                             0.007819686218274754                            
0.007679491485706564                             0.0007072107657744942                            0.001509787094550703                             0.007858383651689373                            
0.007581971576727195                             0.001515101653717776                             0.0016014212149347                               0.007895972132615486                            
0.007399371481237932                             0.002314480551443232                             0.001676192255181309                             0.007932032464425243                            
0.007132498989556617                             0.003095804726882123                             0.001732951945740473                             0.007966157868712968                            
0.006783307992440773                             0.003849478479536064                             0.001770756987112081                             0.007997958001398133                            
0.006354913080933801                             0.004566038899338642                             0.001788897013821                                0.008027065716845406                            
0.005851577640490841                             0.005236322812365996                             0.001786915091514306                             0.008053142431515692                            
0.005278702176954683                             0.005851604452615751                             0.001764624265012061                             0.00807588200381407                             
0.004642774982528787                             0.006403765872403426                             0.001722121577121052                             0.008095015726565322                            
0.003951235321723655                             0.006885498752633904                             0.001659790176749639                             0.008110317938958637                            
0.003212435888408269                             0.007290385317631019                             0.001578303337608266                             0.008121607220382476                            
0.002435456018898331                             0.007613070527499595                             0.001478613289919503                             0.008128750588977229                            
0.001629950346786458                             0.007849354413526468                             0.001361935747979103                             0.008131664763365501                            
0.001509111108409979                             0.007876745615953466                             0.001343339659743187                             0.008131734087967184                            
0.0008379300673409333                            0.007969574445051713                             0.001232013395820937                             0.008107656914328427                            
-0.0001326294368713842                           0.007918468458351471                             0.001045925311265211                             0.007988347329089865                            
-0.001087529770730958                            0.007642914764102352                             0.0008323477155767077                            0.007764642284946912                            
-0.001937728865281981                            0.007167804735836369                             0.000611113848031382                             0.007450213286992594                            
-0.002659164219096556                            0.006517266227813086                             0.0003899549699057429                            0.007049679305250034                            
-0.003220383866143586                            0.005725232079359935                             0.0001792867709817732                            0.006571247853649949                            
-0.003562950298525359                            0.004942534645289733                             1.028990770996292e-05                            0.006092894995964721                            
-0.003738531231388364                            0.004210197853733765                             -0.0001210416495523503                           0.005631787710538897                            
-0.003791717078709743                            0.003530091346975526                             -0.0002226983756485906                           0.005185388885077681                            
-0.003750681418397324                            0.002905170951437342                             -0.0002994916067130231                           0.00475366433205773                             
-0.003636379015125751                            0.00233862853412053                              -0.0003548668739938484                           0.004338014091782994                            
-0.003465952193513707                            0.001832344875730185                             -0.0003917416631986522                           0.003940022066184756                            
-0.003253962075055944                            0.001386702897105576                             -0.0004127578267732557                           0.00356112105021803                             
-0.003013077862493795                            0.001000903323367382                             -0.0004203661791269074                           0.003202679096121216                            
-0.002754644123369698                            0.000673290867488055                             -0.0004168872014858066                           0.002866213491249509                            
-0.002489137524005368                            0.0004014816791720167                            -0.0004045781738525853                           0.002553561561991457                            
-0.002226319776679538                            0.0001822034043800511                            -0.0003856830312523323                           0.002266814776111647                            
-0.001974315491183859                            1.062360237526463e-05                            -0.0003623529870897776                           0.00200732015555787                             
-0.001738523845096009                            -0.0001196125839553372                           -0.0003364410016175529                           0.001774814040336989                            
-0.001521558310492893                            -0.0002154262683333937                           -0.0003093620847160167                           0.001567562779852175                            
-0.001324135957849032                            -0.0002832858916288424                           -0.000282120198830518                            0.001383177045013722                            
-0.001145886109067918                            -0.0003287728228111322                           -0.0002553990003851117                           0.001219169878799393                            
-0.0009858935586188672                           -0.0003565224796868465                           -0.0002296541776565804                           0.001073235961363274                            
-0.0008429634580992946                           -0.0003703322466732916                           -0.0002051769024861794                           0.0009433084998719307                           
-0.0007186124122059797                           -0.0003733281897204119                           -0.0001826674801933139                           0.0008301476642962935                           
-0.000612309062091096                            -0.000368662502271933                            -0.0001624523086087403                           0.0007329564657417179                           
-0.0005215891384824301                           -0.0003589001479008166                           -0.0001444225575815333                           0.0006494015866045162                           
-0.0004441795900564698                           -0.000345926794512943                            -0.0001284131885017588                           0.0005774519913948879                           
-0.0003781234879336378                           -0.0003311246534206085                           -0.0001142496471179814                           0.000515435631380487                            
-0.0003217318745065296                           -0.0003155043121392251                           -0.0001017567398787044                           0.0004619619076965905                           
-0.0002735674772378741                           -0.000299808930000196                            -9.076965860075808e-05                           0.0004158890357206539                           
-0.0002324015395953275                           -0.0002845874863565181                           -8.11358850519502e-05                            0.000376275889262338                            
-0.0001971874340849129                           -0.0002702530200294657                           -7.271816715083123e-05                           0.0003423558248808028                           
-0.0001670350811165193                           -0.0002571272057485001                           -6.539580459839803e-05                           0.0003135151184850669                           
-0.000141181578202471                            -0.000245471106476934                            -5.906337566080199e-05                           0.0002892693977647821                           
-0.0001189658656261783                           -0.0002355063693294567                           -5.362892151127244e-05                           0.000269243734191514                            
-9.977887460620791e-05                           -0.0002274162778424802                           -4.900490212241276e-05                           0.0002531313249628279                           
-8.303291815169522e-05                           -0.0002213553905127533                           -4.510385403243899e-05                           0.0002406803524478457                           
-6.813821411045864e-05                           -0.0002174765838882045                           -4.183770614682827e-05                           0.0002317094612170041                           
-5.448125116203176e-05                           -0.000215987689072513                            -3.912142041347641e-05                           0.0002261622738085044                           
-4.137930320664469e-05                           -0.0002172467010293977                           -3.687743316542363e-05                           0.0002242059787759779                           
-4.132134507168637e-05                           -0.000217259217194734                            -3.686844210536849e-05                           0.0002242059388996618                           
-4.037305855558954e-05                           -0.0002174623678889854                           -3.672111409649993e-05                           0.0002242059444472998                           
-3.713786815471902e-05                           -0.0002181229735713276                           -3.621411493329087e-05                           0.0002242059655117967                           
-2.751871015288707e-05                           -0.0002197936802098831                           -3.46671374527124e-05                            0.000224206047393571                            
-6.803165901893366e-06                           -0.0002219292102054738                           -3.113865703427658e-05                           0.0002242063187571045                           
1.570408934705776e-05                            -0.0002220198099675468                           -2.70047242360738e-05                            0.0002242067563016609                           
3.824896234995243e-05                            -0.0002197669778904635                           -2.254826947470151e-05                           0.0002242073418696616                           
6.041061249694117e-05                            -0.000215177306557908                            -1.784770846426686e-05                           0.0002242080642108953                           
