DefaultSC.DefaultProp_ForceModel.AccelerationX   DefaultSC.DefaultProp_ForceModel.AccelerationY   DefaultSC.DefaultProp_ForceModel.AccelerationZ   DefaultSC.DefaultProp_ForceModel.Acceleration   
8.193280997477112e-05                            -0.0002082997162651339                           -1.295683391620367e-05                           0.0002242089130512641                           
0.0001025846499522355                            -0.0001992074418095275                           -7.928047876689549e-06                           0.0002242098776174993                           
0.0001221459094369083                            -0.0001879973438565054                           -2.814966368212319e-06                           0.0002242109464877322                           
0.0001404087699917942                            -0.0001747885196543383                           2.328085133614021e-06                            0.0002242121077773297                           
0.0001571792138790376                            -0.0001597212282155897                           7.446473715513103e-06                            0.0002242133492661053                           
0.0001722787444700982                            -0.0001429557761499457                           1.248572607605581e-05                            0.0002242146585004492                           
0.0001855469584685983                            -0.0001246701990889035                           1.739231468128029e-05                            0.0002242160229506073                           
0.0001968426166799552                            -0.0001050590813467993                           2.211401404912659e-05                            0.0002242174300365833                           
0.0002060458096702128                            -8.433046087550852e-05                           2.660071656482716e-05                            0.0002242188672611908                           
0.0002130584498009728                            -6.270506212775427e-05                           3.080462650477579e-05                            0.0002242203221435066                           
0.0002178059696991685                            -4.041277243686223e-05                           3.468104749085641e-05                            0.0002242217823220835                           
0.0002202378768426219                            -1.769053075837128e-05                           3.818876902556594e-05                            0.0002242232355362548                           
0.0002203282650226284                            5.220298787694674e-06                            4.129051445229954e-05                            0.000224224669630819                            
0.0002180760976132004                            2.807593115902797e-05                            4.395326308511e-05                               0.0002242260725171752                           
0.000213505282189432                             5.063333054344301e-05                            4.614869089021266e-05                            0.0002242274322102247                           
0.0002066642838360301                            7.265291618202607e-05                            4.785346364893665e-05                            0.0002242287368434559                           
0.0001976259675234788                            9.390002333299937e-05                            4.904940468509668e-05                            0.0002242299746275937                           
0.0001864863687391033                            0.0001141489306524162                            4.972381072238057e-05                            0.0002242311339830891                           
0.0001733637598573047                            0.0001331845348076641                            4.986950540052726e-05                            0.0002242322035584727                           
0.000158397826779328                             0.0001508041312023102                            4.948492738615487e-05                            0.0002242331722883807                           
0.0001417475095840963                            0.0001668205474547299                            4.857415450247933e-05                            0.0002242340295584504                           
0.0001235899645234865                            0.0001810633129223524                            4.714686997529039e-05                            0.0002242347652925418                           
0.00010411836667711                              0.0001933809086973742                            4.521826057710381e-05                            0.0002242353701309189                           
8.353959934471527e-05                            0.0002036424572001999                            4.280881843405307e-05                            0.0002242358356037913                           
6.207226759907648e-05                            0.0002117388790578603                            3.994413081096036e-05                            0.0002242361543012492                           
3.994477918169301e-05                            0.0002175839540566153                            3.665466937787425e-05                            0.0002242363200598573                           
1.739275903770938e-05                            0.0002211154482815603                            3.297546561789892e-05                            0.0002242363281638737                           
-5.344131117306874e-06                           0.0002222958690215918                            2.894562649445668e-05                            0.0002242361755262078                           
-2.802407766349023e-05                           0.0002211126814426258                            2.460801631837861e-05                            0.0002242358608491582                           
-5.040603700206028e-05                           0.000217578467563223                             2.000873978445998e-05                            0.000224235384766044                            
-7.22518885143619e-05                            0.0002117308362020225                            1.519673313665892e-05                            0.0002242347499624585                           
-9.332945578626736e-05                           0.0002036319459212137                            1.022314326004691e-05                            0.0002242339612439123                           
-0.0001134142682421256                           0.0001933681053562425                            5.140949241899273e-06                            0.0002242330255985222                           
-0.0001322930216579878                           0.0001810484044846034                            4.140466669010561e-09                            0.0002242319521454622                           
-0.0001497652208117101                           0.00016680366882617                              -5.132726904684352e-06                           0.0002242307520928585                           
-0.000165644561647595                            0.0001507858644330472                            -1.021486477127473e-05                           0.0002242294386973767                           
-0.0001797626589678816                           0.0001331649661033377                            -1.518836160517586e-05                           0.0002242280269831485                           
-0.0001919693006855495                           0.0001141284992740961                            -2.000029105715736e-05                           0.0002242265336543097                           
-0.0002021347427951586                           9.387891759874781e-05                            -2.45994879316887e-05                            0.0002242249767998175                           
-0.0002101509918070603                           7.263145735029612e-05                            -2.893707341591504e-05                           0.0002242233756150261                           
-0.0002159328075083692                           5.061224910923534e-05                            -3.296689413907911e-05                           0.0002242217501214344                           
-0.0002194188287489497                           2.805532201818589e-05                            -3.664613299488473e-05                           0.0002242201207888887                           
-0.0002205720639956926                           5.200373885877043e-06                            -3.993569981316182e-05                           0.000224218508208934                            
-0.0002193802697051384                           -1.770975244878921e-05                           -4.280064090518263e-05                           0.0002242169327450339                           
-0.0002158562469963865                           -4.043080359364743e-05                           -4.521042730147628e-05                           0.0002242154142412496                           
-0.0002100374444614299                           -6.272193856430295e-05                           -4.7139530963553e-05                             0.0002242139715374941                           
-0.000201985830257368                            -8.43458935757958e-05                            -4.85674234453691e-05                            0.0002242126223208219                           
-0.0001917869921412982                           -0.0001050729636216205                           -4.947894617569391e-05                           0.0002242113827473841                           
-0.0001795494083141012                           -0.0001246827737348176                           -4.986441461445396e-05                           0.0002242102672425902                           
-0.0001654032050579495                           -0.0001429668914612661                           -4.971974110186877e-05                           0.0002242092882839076                           
-0.0001494987323712828                           -0.0001597310384212041                           -4.904647018814858e-05                           0.0002242084562492092                           
-0.0001320052213776003                           -0.0001747969033856075                           -4.785177537006165e-05                           0.0002242077793258153                           
-0.0001131084166362689                           -0.0001880045559471325                           -4.614834781026593e-05                           0.0002242072634337692                           
-9.30092485071122e-05                            -0.0001992135504312022                           -4.395430033227415e-05                           0.0002242069122506322                           
-7.192131021536771e-05                           -0.0002083047622451891                           -4.129294979074928e-05                           0.000224206727239709                            
-5.006897260458138e-05                           -0.0002151814810690632                           -3.819261686894744e-05                           0.0002242067077409865                           
-3.753948859024088e-05                           -0.0002180457891594506                           -3.626976248482525e-05                           0.0002242067685073091                           
